crash_type,severity,severity_factor,impact_start,impact_duration,peak_acc_g,peak_gyro,label
frontal,high,1.0,20,10,26.12907887669241,2.8517717278259407,1
frontal,high,1.0,19,10,26.03215945864204,2.975226403136266,1
frontal,high,1.0,54,10,26.436448036117703,3.002552713871756,1
frontal,high,1.0,43,10,26.123368376505834,3.1993497332758767,1
frontal,high,1.0,12,10,26.020481306727458,2.848532460789239,1
frontal,high,1.0,49,10,26.178769974588327,2.919301463035968,1
frontal,high,1.0,27,10,26.20917969696496,3.007119371021309,1
frontal,high,1.0,52,10,26.165199499769162,3.1276888748886624,1
frontal,high,1.0,41,10,26.272861586884474,2.6418161419615247,1
frontal,high,1.0,21,10,26.124086737123655,2.9518580234739624,1
frontal,extreme,1.4,20,10,36.41304506197342,4.121291928802042,1
frontal,extreme,1.4,31,10,36.323916405372195,4.089150557819763,1
frontal,extreme,1.4,11,10,36.341989077439365,3.887137967724198,1
frontal,extreme,1.4,53,10,36.619368154555204,4.366225648397261,1
frontal,extreme,1.4,16,10,36.34203208314221,4.261061532820888,1
frontal,extreme,1.4,39,10,36.25432661908444,4.0972970457361715,1
frontal,extreme,1.4,17,10,36.4570248797615,4.181291289421378,1
frontal,extreme,1.4,29,10,36.102399194582276,4.027533580593405,1
frontal,extreme,1.4,18,10,36.524682658241154,4.171472655416297,1
frontal,extreme,1.4,36,10,36.46410390093043,4.3273622077637235,1
frontal,extreme,1.4,40,10,36.31171776074842,4.31663940954714,1
frontal,extreme,1.4,46,10,36.520609775769316,4.066160107288166,1
frontal,extreme,1.4,28,10,36.441924195056096,3.961157872223829,1
frontal,extreme,1.4,25,10,36.54325130853111,4.145212434759203,1
frontal,extreme,1.4,54,10,36.90903618488098,4.044336767361129,1
frontal,extreme,1.4,49,10,36.21547696730852,4.379079576095879,1
frontal,extreme,1.4,19,10,36.621547847599444,4.248234682202015,1
frontal,extreme,1.4,22,10,36.15805617312227,4.502383429678249,1
frontal,extreme,1.4,12,10,36.35247967540439,4.038475119283721,1
frontal,extreme,1.4,44,10,36.21160559918482,4.259093038988742,1
frontal,extreme,1.4,43,10,36.53298726073227,4.071661933826184,1
frontal,extreme,1.4,13,10,36.34019073051831,4.426353325537447,1
frontal,extreme,1.4,12,10,36.23346148248144,4.232004192085561,1
frontal,extreme,1.4,52,10,36.50084877736748,3.8201925673444554,1
frontal,extreme,1.4,14,10,36.84020724367509,4.165386738600454,1
frontal,extreme,1.4,37,10,36.41681217048824,4.032737813344786,1
frontal,extreme,1.4,40,10,36.28615389243133,4.449379398311099,1
frontal,extreme,1.4,35,10,36.52652215430001,4.3599260197222405,1
frontal,extreme,1.4,48,10,36.68062713926505,4.221522680514322,1
frontal,extreme,1.4,51,10,36.54290887012401,4.231994173558786,1
side,low,0.4,28,10,8.233516445630947,1.7460430151812538,1
side,low,0.4,11,10,8.371504945996374,1.7428903819456725,1
side,low,0.4,22,10,8.23042149090551,1.971075088406265,1
side,low,0.4,47,10,8.314524526977165,1.8883093851184245,1
side,low,0.4,31,10,8.214235431507252,1.5559071169217793,1
side,low,0.4,36,10,8.281804212708826,1.604168673337351,1
side,low,0.4,51,10,8.465663778150606,1.6423961722387777,1
side,low,0.4,13,10,8.476904521927041,1.7594433221138244,1
side,low,0.4,39,10,8.248418660567559,1.659283444368199,1
side,low,0.4,20,10,8.175690091936339,1.4551584142979774,1
side,low,0.4,40,10,8.510651680977796,1.7228776812994862,1
side,low,0.4,54,10,8.317968762274116,1.6589798860378062,1
side,low,0.4,40,10,8.486089849200786,1.736308829068111,1
side,low,0.4,11,10,8.289669407842611,1.6988474358836863,1
side,low,0.4,47,10,8.412834695353885,1.7933975164082652,1
side,low,0.4,17,10,8.387132612262006,1.6357296756020947,1
side,low,0.4,11,10,8.571310976884876,1.865994511214093,1
side,low,0.4,19,10,8.447939725111898,1.830374142652254,1
side,low,0.4,16,10,8.324132620995742,1.6660474050299416,1
side,low,0.4,21,10,8.386636892405496,1.6454351996483945,1
side,low,0.4,52,10,8.4397154428439,1.6034083950077325,1
side,low,0.4,15,10,8.297608058464727,1.769451169146082,1
side,low,0.4,20,10,8.43012322999582,1.773932481314129,1
side,low,0.4,27,10,8.225428830275701,1.5746531955366345,1
side,low,0.4,37,10,8.215820330963362,1.8443443844497895,1
side,low,0.4,22,10,8.173156174379477,1.7576823100545487,1
side,low,0.4,17,10,8.410223110165658,1.9514774507209764,1
side,low,0.4,18,10,8.61659030857363,1.905504634572571,1
side,low,0.4,36,10,8.38630664510186,1.5647075641933668,1
side,low,0.4,26,10,8.490191345026275,1.6390620086673486,1
side,medium,0.7,20,10,14.155185441786735,2.7230048696792966,1
side,medium,0.7,16,10,14.338411382240299,2.7865787822246433,1
side,medium,0.7,47,10,14.400232867008086,2.961881445787682,1
side,medium,0.7,24,10,14.412149050795321,2.800161528527872,1
side,medium,0.7,42,10,14.387181737255219,3.0485646115674188,1
side,medium,0.7,49,10,14.306432607752848,2.785676043274389,1
side,medium,0.7,24,10,14.438214856834072,2.7449979916399783,1
side,medium,0.7,28,10,14.379726527271309,2.8477188505691995,1
side,medium,0.7,12,10,14.516039401028204,2.925877468361061,1
side,medium,0.7,27,10,14.31528089237562,2.7266130003711733,1
side,medium,0.7,24,10,14.424073601167521,2.8621453667042025,1
side,medium,0.7,21,10,14.390228694620843,2.9490729969176925,1
side,medium,0.7,34,10,14.158731078195956,2.893837459532895,1
side,medium,0.7,17,10,14.406195177482866,3.072792289408894,1
side,medium,0.7,21,10,14.349617809693592,2.9511387548016783,1
side,medium,0.7,24,10,14.217338474980911,2.867468068608771,1
side,medium,0.7,51,10,14.140604138542795,2.9319512680711584,1
side,medium,0.7,47,10,14.468851110417173,2.811840462249398,1
side,medium,0.7,26,10,14.520852053737302,2.867919082025142,1
side,medium,0.7,48,10,14.353221080632968,2.4630673568885704,1
side,medium,0.7,42,10,14.510012854553024,3.131031534354224,1
side,medium,0.7,12,10,14.518906445661754,2.8144718935900586,1
side,medium,0.7,39,10,14.45873685872655,2.8556639209509016,1
side,medium,0.7,17,10,14.33877027656,2.850895115823076,1
side,medium,0.7,54,10,14.531959652638179,3.1566143373695286,1
side,medium,0.7,21,10,14.24075592639259,2.8428862692720047,1
side,medium,0.7,10,10,14.392094661492223,2.732797180315728,1
side,medium,0.7,16,10,14.66672093511254,2.82122647266814,1
side,medium,0.7,16,10,14.32682257011662,3.042504908520298,1
side,medium,0.7,36,10,14.479545279958375,2.9766151866422677,1
side,high,1.0,48,10,20.239144465422566,3.9382467392862064,1
side,high,1.0,29,10,20.642318697341288,3.9549466224250938,1
side,high,1.0,18,10,20.375311764752094,4.003724227442644,1
side,high,1.0,41,10,20.3367248360267,4.111898217918169,1
side,high,1.0,48,10,20.47587185030913,3.8646414576754653,1
side,high,1.0,44,10,20.40111205323143,4.0151142281884455,1
side,high,1.0,23,10,20.2446441280508,4.048310050676658,1
side,high,1.0,37,10,20.616703980059054,4.204175584491824,1
side,high,1.0,40,10,20.536940135424786,4.027237676404766,1
side,high,1.0,40,10,20.35112416101118,4.203503325085651,1
side,high,1.0,30,10,20.360079974601867,4.077637323400764,1
side,high,1.0,11,10,20.40526190473093,3.834862076678012,1
side,high,1.0,33,10,20.419975483857744,4.3496223598764345,1
side,high,1.0,50,10,20.47401317147216,4.0098925904285085,1
side,high,1.0,51,10,20.254327156891623,4.281546426247015,1
side,high,1.0,26,10,20.326800831385114,3.7127757636746757,1
side,high,1.0,25,10,20.460077951932384,4.204951868365929,1
side,high,1.0,25,10,20.48754529581421,4.048808522260768,1
side,high,1.0,35,10,20.385587533365435,3.846575108121612,1
side,high,1.0,23,10,20.506709078012047,3.968401216590359,1
side,high,1.0,22,10,20.448224360840413,4.066553308984626,1
side,high,1.0,42,10,20.256025098628825,4.296181968220673,1
side,high,1.0,30,10,20.34219709912481,3.948781174576115,1
side,high,1.0,39,10,20.45429992712433,4.2592229730804965,1
side,high,1.0,22,10,20.318210110808437,4.067081402357245,1
side,high,1.0,41,10,20.15134422295795,4.040821108238053,1
side,high,1.0,43,10,20.517002271668375,4.09044275986002,1
side,high,1.0,10,10,20.42807264697572,4.107293995909259,1
side,high,1.0,32,10,20.45615388510107,4.1230753697315645,1
side,high,1.0,10,10,20.373678498235343,4.049343427624805,1
side,extreme,1.4,41,10,28.585066859597262,5.567342901146994,1
side,extreme,1.4,12,10,28.385516370475468,5.672167850940911,1
side,extreme,1.4,26,10,28.293323499126558,5.760770191920729,1
side,extreme,1.4,43,10,28.29547517702804,5.723329596360558,1
side,extreme,1.4,46,10,28.58474371539394,5.643891419581993,1
side,extreme,1.4,11,10,28.43976800551617,5.890570047635895,1
side,extreme,1.4,28,10,28.227421255448775,5.7541094262725005,1
side,extreme,1.4,32,10,28.343732627135427,5.660670343169502,1
side,extreme,1.4,21,10,28.330606197069752,5.7983299678124105,1
side,extreme,1.4,44,10,28.47040668805782,5.7284920626624825,1
side,extreme,1.4,49,10,28.55729102273946,5.470041489301104,1
side,extreme,1.4,19,10,28.220203964155683,5.778986881852164,1
side,extreme,1.4,44,10,28.4103803180998,5.584710796811218,1
side,extreme,1.4,40,10,28.566562938203095,5.457958580484729,1
side,extreme,1.4,36,10,28.28716979826947,5.5374192600891,1
side,extreme,1.4,26,10,28.65526480288082,5.606470371447483,1
side,extreme,1.4,30,10,28.493532877311065,5.782730556716235,1
side,extreme,1.4,45,10,28.406929397609485,5.898339308672687,1
side,extreme,1.4,17,10,28.46041301052637,5.76669159560348,1
side,extreme,1.4,14,10,28.52913107775669,5.662907276547823,1
side,extreme,1.4,27,10,28.462956387268534,5.927652724402551,1
side,extreme,1.4,14,10,28.43406478444709,5.980693209717177,1
side,extreme,1.4,23,10,28.319868069494234,5.736200573214578,1
side,extreme,1.4,47,10,28.32547987565744,5.900049778689983,1
side,extreme,1.4,19,10,28.36996711158591,6.109224474100978,1
side,extreme,1.4,37,10,28.459775680275477,5.809080500491617,1
side,extreme,1.4,25,10,28.594855798231677,5.44455886128614,1
side,extreme,1.4,12,10,28.543707285404864,5.899002760582775,1
side,extreme,1.4,17,10,28.352734064205894,5.422319675946028,1
side,extreme,1.4,11,10,28.53229049537198,5.718513891179539,1
rollover,low,0.4,33,10,7.1091424716131195,5.33814190399031,1
rollover,low,0.4,48,10,7.058392983931397,5.2379515301256285,1
rollover,low,0.4,52,10,6.973687895592382,5.275332111710335,1
rollover,low,0.4,23,10,7.000740475628483,5.3184519941479,1
rollover,low,0.4,11,10,7.208575543620321,5.178464391077615,1
rollover,low,0.4,31,10,6.9711629622099505,5.253833667742338,1
rollover,low,0.4,17,10,6.909958954939455,5.294687817203087,1
rollover,low,0.4,21,10,7.0426619071423096,5.303656234901395,1
rollover,low,0.4,42,10,6.996769913393679,5.345077930373194,1
rollover,low,0.4,48,10,7.1804326489256205,5.1839443753270285,1
rollover,low,0.4,53,10,7.045665627537316,5.336032339260197,1
rollover,low,0.4,28,10,7.054895315102129,5.25054072411591,1
rollover,low,0.4,24,10,7.091338928966631,5.271585688459071,1
rollover,low,0.4,50,10,7.274295467677364,5.1635306426046546,1
rollover,low,0.4,13,10,7.034203547122256,5.2938948643694985,1
rollover,low,0.4,51,10,7.242669714355851,5.271649204036563,1
rollover,low,0.4,45,10,6.998317165116867,5.551149317561649,1
rollover,low,0.4,30,10,6.85525178679025,5.489322309633895,1
rollover,low,0.4,30,10,7.114618652352846,5.26531650395369,1
rollover,low,0.4,22,10,7.209152698171664,5.334649074860096,1
rollover,low,0.4,49,10,6.9499738821920385,5.291621143209464,1
rollover,low,0.4,34,10,7.137748688802673,5.655658431783244,1
rollover,low,0.4,13,10,7.11885118430817,5.4076303466341,1
rollover,low,0.4,25,10,7.141637707093533,5.13265437461311,1
rollover,low,0.4,42,10,7.2442242601042475,5.287566104281196,1
rollover,low,0.4,11,10,6.96643789849368,5.229920401598608,1
rollover,low,0.4,35,10,6.990779977492556,5.320539125333379,1
rollover,low,0.4,39,10,6.99330239637891,5.3089549578971456,1
rollover,low,0.4,12,10,7.41658604884257,5.220193833783958,1
rollover,low,0.4,39,10,6.890016629133474,5.25266806527066,1
rollover,medium,0.7,39,10,11.731233602045954,9.384022554789997,1
rollover,medium,0.7,46,10,11.6477374305507,9.046864077569262,1
rollover,medium,0.7,26,10,11.735283817386751,9.065944898909443,1
rollover,medium,0.7,34,10,11.572013048073023,9.311238266843343,1
rollover,medium,0.7,15,10,11.446307930295506,9.49736024392191,1
rollover,medium,0.7,26,10,11.651813020214409,9.469039677847926,1
rollover,medium,0.7,34,10,11.515774989781752,9.221125145083564,1
rollover,medium,0.7,31,10,11.415646665160397,9.125334384951538,1
rollover,medium,0.7,53,10,11.580338571641425,9.166728474676306,1
rollover,medium,0.7,12,10,11.684182458471694,9.06033866169553,1
rollover,medium,0.7,31,10,11.779252519588757,9.07537035461682,1
rollover,medium,0.7,42,10,11.726212096506421,9.087110924118369,1
rollover,medium,0.7,49,10,11.375256315312551,9.31754918772836,1
rollover,medium,0.7,19,10,11.652416801734054,9.132995323050729,1
rollover,medium,0.7,53,10,11.56130257861237,9.143157988200812,1
rollover,medium,0.7,36,10,11.66664249149994,9.066053765650553,1
rollover,medium,0.7,16,10,11.564324227456444,9.15602712785918,1
rollover,medium,0.7,53,10,11.370641600565426,9.261189480441654,1
rollover,medium,0.7,18,10,11.43752978084602,9.409300869414535,1
rollover,medium,0.7,35,10,11.636609413182418,9.173562572341886,1
rollover,medium,0.7,14,10,11.577566362639702,9.205149154324532,1
rollover,medium,0.7,36,10,11.51563152233873,9.101980288391402,1
rollover,medium,0.7,31,10,11.434107938134687,9.143510788540446,1
rollover,medium,0.7,20,10,11.85956529918655,9.20679361670023,1
rollover,medium,0.7,46,10,11.485772156029165,9.241261004172395,1
rollover,medium,0.7,33,10,11.48589680465288,9.117997313553374,1
rollover,medium,0.7,16,10,11.509448241416763,9.043941435146133,1
rollover,medium,0.7,41,10,11.532728157535178,9.288251688160745,1
rollover,medium,0.7,39,10,11.905631667130061,9.243526096231902,1
rollover,medium,0.7,51,10,11.529409803446487,9.084157540395568,1
rollover,high,1.0,50,10,16.173002325472513,13.12392619660478,1
rollover,high,1.0,24,10,16.045165663228666,12.994626562456256,1
rollover,high,1.0,24,10,15.948161229242245,13.042237749042547,1
rollover,high,1.0,45,10,16.23044484457699,12.97898450402907,1
rollover,high,1.0,16,10,16.307294417719852,12.936028745811928,1
rollover,high,1.0,54,10,15.850597231331008,13.0404519873622,1
rollover,high,1.0,46,10,16.020507011886664,13.248357720881161,1
rollover,high,1.0,44,10,15.949060815208078,12.833161803043222,1
rollover,high,1.0,50,10,16.01782858739494,12.907079003205919,1
rollover,high,1.0,36,10,15.842436272948873,13.044631753204412,1
rollover,high,1.0,40,10,16.310039922966265,13.018034963223913,1
rollover,high,1.0,42,10,16.288440152803126,13.034023638586516,1
rollover,high,1.0,53,10,16.025660303154964,13.523141639088324,1
rollover,high,1.0,37,10,16.017764526190803,13.257892159963397,1
rollover,high,1.0,12,10,15.803772156694688,13.063404049334833,1
rollover,high,1.0,23,10,16.238820783551155,13.002905267147993,1
rollover,high,1.0,27,10,16.010856625879665,13.051593670507822,1
rollover,high,1.0,44,10,16.010926083854123,12.89059345896726,1
rollover,high,1.0,52,10,15.949904331168728,12.905293265871453,1
rollover,high,1.0,41,10,15.876184286034817,12.8982736198201,1
rollover,high,1.0,12,10,15.754475354908527,12.97111646308762,1
rollover,high,1.0,45,10,16.146952746043418,13.165827435698864,1
rollover,high,1.0,10,10,16.030132403929485,12.82904607120058,1
rollover,high,1.0,54,10,16.199203718573088,13.089338440731602,1
rollover,high,1.0,31,10,16.059831176673644,12.959665012339492,1
rollover,high,1.0,20,10,16.009630295009757,13.067070027530853,1
rollover,high,1.0,43,10,16.053605205634625,13.212367015930207,1
rollover,high,1.0,26,10,15.947167279816032,12.981840079736227,1
rollover,high,1.0,44,10,16.075876159405745,13.031608340629232,1
rollover,high,1.0,48,10,15.985147068208473,13.140496422744054,1
rollover,extreme,1.4,47,10,21.97511046634415,18.105274829429142,1
rollover,extreme,1.4,34,10,22.063239306683617,18.39315915332934,1
rollover,extreme,1.4,15,10,22.066956302829542,18.414138749613098,1
rollover,extreme,1.4,50,10,22.052960875036582,18.229376206997337,1
rollover,extreme,1.4,26,10,21.974377513363766,18.230803730634847,1
rollover,extreme,1.4,52,10,21.94339849408738,18.14459732939029,1
rollover,extreme,1.4,31,10,22.023232360902607,18.1461707928578,1
rollover,extreme,1.4,37,10,21.751646755914145,18.179590401281583,1
rollover,extreme,1.4,27,10,22.02394079293887,18.235025908541115,1
rollover,extreme,1.4,28,10,22.12334612526329,18.30339911860706,1
rollover,extreme,1.4,33,10,22.05289883467882,18.206583921265707,1
rollover,extreme,1.4,48,10,21.921830159511572,18.155774515868302,1
rollover,extreme,1.4,34,10,22.072281784426956,18.097527419648053,1
rollover,extreme,1.4,51,10,22.186906723577888,18.15594051792392,1
rollover,extreme,1.4,54,10,22.045870643378308,18.370852826160103,1
rollover,extreme,1.4,26,10,22.092173177817052,18.110653898822335,1
rollover,extreme,1.4,26,10,21.977814282753926,18.30578325722858,1
rollover,extreme,1.4,32,10,22.10022851126124,18.19175935676549,1
rollover,extreme,1.4,26,10,21.997054896125288,18.27268794455799,1
rollover,extreme,1.4,48,10,21.97174713730587,18.27542126276533,1
rollover,extreme,1.4,38,10,22.03106367603873,18.334515308376933,1
rollover,extreme,1.4,12,10,22.136849070906052,18.188216859214414,1
rollover,extreme,1.4,30,10,22.066217628016293,18.242353098658455,1
rollover,extreme,1.4,15,10,22.238904224023997,18.153172433211918,1
rollover,extreme,1.4,42,10,22.136611149102954,18.231693027702036,1
rollover,extreme,1.4,40,10,21.93209178785841,18.345295343588738,1
rollover,extreme,1.4,31,10,21.876398227897447,18.36446893213828,1
rollover,extreme,1.4,42,10,21.99470093632384,18.055905391846785,1
rollover,extreme,1.4,13,10,21.969685378070874,18.131038169489663,1
rollover,extreme,1.4,29,10,22.03249910637143,18.20819108339566,1
abrupt_stop,low,0.4,51,10,7.521610964989353,0.8530352936345077,1
abrupt_stop,low,0.4,50,10,7.441452479060919,0.8993410175235177,1
abrupt_stop,low,0.4,35,10,7.335269214246128,0.7797294093832616,1
abrupt_stop,low,0.4,20,10,7.202767375126881,1.043012666176303,1
abrupt_stop,low,0.4,37,10,7.248191146708125,0.8280791666513867,1
abrupt_stop,low,0.4,34,10,7.296855009885359,0.8507184513944743,1
abrupt_stop,low,0.4,50,10,7.603522913029732,0.9101139028437958,1
abrupt_stop,low,0.4,43,10,7.631464243549934,0.9982499730432355,1
abrupt_stop,low,0.4,49,10,7.42568801732541,1.0242227442347567,1
abrupt_stop,low,0.4,42,10,7.104774641310218,1.0829290923585084,1
abrupt_stop,low,0.4,38,10,7.562735770032181,1.0400888172989953,1
abrupt_stop,low,0.4,48,10,7.607489771867091,0.9055047360178038,1
abrupt_stop,low,0.4,41,10,7.507871978455305,1.0029747309032648,1
abrupt_stop,low,0.4,49,10,7.596093173639956,0.9699105019389072,1
abrupt_stop,low,0.4,30,10,7.1019474458673475,0.9157848449654207,1
abrupt_stop,low,0.4,48,10,7.577479923044389,0.7678399389256251,1
abrupt_stop,low,0.4,31,10,7.314046424232701,0.9493238453683549,1
abrupt_stop,low,0.4,48,10,7.753223289428421,1.0208436545172104,1
abrupt_stop,low,0.4,53,10,7.703716246829589,0.7319265635202854,1
abrupt_stop,low,0.4,23,10,7.432631531434897,1.0158169518063458,1
abrupt_stop,low,0.4,22,10,7.535354452203468,1.0077942158474764,1
abrupt_stop,low,0.4,23,10,7.392255823781491,0.8627495712352898,1
abrupt_stop,low,0.4,32,10,7.605081651462018,0.8938136592356603,1
abrupt_stop,low,0.4,45,10,7.105494718070635,1.0892291749173943,1
abrupt_stop,low,0.4,19,10,7.477217933908857,0.7776500523201457,1
abrupt_stop,low,0.4,36,10,7.686431929671516,0.834123524284633,1
abrupt_stop,low,0.4,50,10,7.85341320350868,1.1425298820193905,1
abrupt_stop,low,0.4,23,10,7.320388290466864,0.8830555491831972,1
abrupt_stop,low,0.4,28,10,7.448209575288006,0.858305929011276,1
abrupt_stop,low,0.4,15,10,7.339801347413302,0.9448519588813061,1
abrupt_stop,medium,0.7,27,10,12.566395259486708,1.5698396896276978,1
abrupt_stop,medium,0.7,14,10,12.559015273811795,1.3330873998344903,1
abrupt_stop,medium,0.7,31,10,12.578517705260728,1.4014488167971715,1
abrupt_stop,medium,0.7,52,10,12.998239314021616,1.4065662597031285,1
abrupt_stop,medium,0.7,31,10,12.826155975010906,1.401256734175019,1
abrupt_stop,medium,0.7,13,10,12.61700649372769,1.4493140780963925,1
abrupt_stop,medium,0.7,42,10,12.710657219236868,1.6561922876977633,1
abrupt_stop,medium,0.7,13,10,12.69884720100071,1.5641297765219817,1
abrupt_stop,medium,0.7,52,10,12.648327691951385,1.5748093284924312,1
abrupt_stop,medium,0.7,54,10,13.107086680856932,1.580524681831036,1
abrupt_stop,medium,0.7,43,10,12.504157659710707,1.5396578305292423,1
abrupt_stop,medium,0.7,19,10,12.828073316456493,1.6574756645084745,1
abrupt_stop,medium,0.7,28,10,12.899585392409854,1.3610903144793085,1
abrupt_stop,medium,0.7,41,10,12.448195132002912,1.5890722247707214,1
abrupt_stop,medium,0.7,23,10,12.766703370269362,1.5653911147564885,1
abrupt_stop,medium,0.7,28,10,12.566164296834462,1.4560374968438394,1
abrupt_stop,medium,0.7,47,10,12.790377703934455,1.4408841441422662,1
abrupt_stop,medium,0.7,25,10,12.670743245372325,1.4436506759984504,1
abrupt_stop,medium,0.7,22,10,12.679087507522755,1.7424936734573158,1
abrupt_stop,medium,0.7,29,10,12.853071712903652,1.453198942587963,1
abrupt_stop,medium,0.7,24,10,12.90652105845259,1.5343862599264142,1
abrupt_stop,medium,0.7,46,10,12.710713862472836,1.4731618194997258,1
abrupt_stop,medium,0.7,10,10,12.64070617884048,1.468116486943877,1
abrupt_stop,medium,0.7,21,10,12.675584678298197,1.5086902480336781,1
abrupt_stop,medium,0.7,19,10,12.811811452522136,1.5870899283345588,1
abrupt_stop,medium,0.7,46,10,12.543399546781053,1.7685335383252612,1
abrupt_stop,medium,0.7,40,10,12.470470790591632,1.527157077390044,1
abrupt_stop,medium,0.7,26,10,12.64729020861036,1.460520572418637,1
abrupt_stop,medium,0.7,46,10,12.620780208867702,1.4486883381627587,1
abrupt_stop,medium,0.7,45,10,12.747276984170146,1.7842800450276537,1
